nombre_evento,url_evento,codigo_postal,direccion,horario,organizacion,fecha_inicio,fecha_fin,hora_fecha_inicio,hora_fecha_fin
Baile de Carnaval. Concierto de Origen,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1551fcf4aade4910VgnVCM2000001f4a900aRCRD,,,19:30,,2025-03-01,2025-03-01,19:30:00.0,23:59:00.0
Baile de Carnaval. Concierto de Versioneta,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae02fcf4aade4910VgnVCM2000001f4a900aRCRD,,,21:15,,2025-03-01,2025-03-01,21:15:00.0,23:59:00.0
Baile de Mayores en Centro Cultural Almirante Churruca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=beaf2f9cb66d1610VgnVCM2000001f4a900aRCRD,28024,CALLE FUENTE DEL TIRO 72,16:30,Centro Sociocultural Almirante Churruca (Latina),2024-10-04,2025-06-27,16:30:00.0,23:59:00.0
Baile de Mayores en Centro Sociocultural El Greco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=77922f9cb66d1610VgnVCM2000001f4a900aRCRD,28011,CALLE EL GRECO 29,18:00,Centro Sociocultural El Greco (Latina),2024-10-03,2025-06-26,18:00:00.0,23:59:00.0
Bajo un mismo cielo: historias cotidianas de la China contemporánea,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7b1daba65bc4910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,,Biblioteca Pública Municipal Iván de Vargas (Centro),2025-02-03,2025-02-28,00:00:00.0,23:59:00.0
Balto: La leyenda del perro esquimal,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=49e7c109a5305910VgnVCM1000001d4a900aRCRD,28050,CALLE PRINCESA DE EBOLI 29,18:00,Biblioteca Pública Municipal María Lejárraga (Hortaleza),2025-03-04,2025-03-04,18:00:00.0,23:59:00.0
Banda aparte,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f72464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,Cineteca Madrid,2025-03-30,2025-03-30,20:00:00.0,23:59:00.0
Banguilad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b591c08889415910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,19:00,Centro Cultural Antonio Machado (San Blas - Canillejas),2025-03-08,2025-03-08,19:00:00.0,23:59:00.0
Barrio de los Jerónimos. Tramo I,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4efdf3bfbe742910VgnVCM1000001d4a900aRCRD,,,10:00,,2025-02-26,2025-02-26,10:00:00.0,23:59:00.0
Barrio de los Jerónimos. Tramo II,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8c056a8c41de810VgnVCM1000001d4a900aRCRD,,,10:00,,2025-02-28,2025-02-28,10:00:00.0,23:59:00.0
Barrio de los Jerónimos. Tramo III,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d97d59067b1de810VgnVCM1000001d4a900aRCRD,,,10:00,,2025-03-06,2025-03-06,10:00:00.0,23:59:00.0
Barrio seguro frente al acoso callejero: mapeo colectivo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a7ef11c60bad4910VgnVCM2000001f4a900aRCRD,28021,CALLE MARIA MARTINEZ OVIOL 12,17:00,Espacio de Igualdad Clara Campoamor. Villaverde,2025-02-27,2025-02-27,17:00:00.0,23:59:00.0
"Barrio vivo, con-suma responsabilidad",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=56eaae8e6fe23910VgnVCM2000001f4a900aRCRD,,,12:00,,2025-02-26,2025-02-26,12:00:00.0,23:59:00.0
Basoa - Teatro Firulete (Madrid),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6d9d242f8884910VgnVCM2000001f4a900aRCRD,28009,AVENIDA MÉXICO 4,,Teatro Municipal de Títeres. Parque de El Retiro,2025-03-15,2025-03-16,00:00:00.0,23:59:00.0
Bawrut DJ,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f0197b3b79f4910VgnVCM1000001d4a900aRCRD,,,19:30,,2025-02-28,2025-02-28,19:30:00.0,23:59:00.0
Bebecuentos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d28773d595325910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,12:00,Centro de Educación Ambiental y Cultural Maris Stella (Usera),2025-03-30,2025-03-30,12:00:00.0,23:59:00.0
Beethoven. Del corazón al corazón,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cd9168eeb173910VgnVCM1000001d4a900aRCRD,28014,CALLE ALAMEDA 15,,Espacio Cultural Serrería Belga,2024-12-03,2025-03-30,00:00:00.0,23:59:00.0
Ben Yart,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=885702a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:30,Centro de Cultura Contemporánea Conde Duque,2025-04-11,2025-04-11,20:30:00.0,23:59:00.0
Bendik Giske,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b9a702a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:30,Centro de Cultura Contemporánea Conde Duque,2025-06-06,2025-06-06,20:30:00.0,23:59:00.0
Biblioajedrez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=37340defdf5e1910VgnVCM2000001f4a900aRCRD,28024,CALLE GRANJA DE TORREHERMOSA 1,18:00,Biblioteca Pública Municipal Ángel González (Latina),2024-09-30,2025-05-26,18:00:00.0,23:59:00.0
Bienestar corporal para mujeres mayores,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3abd22a1f7603910VgnVCM2000001f4a900aRCRD,28045,PASEO CHOPERA 10,10:30,Espacio de Igualdad Juana Doña. Arganzuela,2025-02-12,2025-02-26,10:30:00.0,23:59:00.0
"Bienvenidos a la radio, ¡viva el teatro!",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da560c3d9a405910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,18:00,Casa del Lector,2025-03-09,2025-03-09,18:00:00.0,23:59:00.0
Black sad women,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b24fa8c219315910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,19:00,Centro Cultural Buero Vallejo (San Blas - Canillejas),2025-03-02,2025-03-02,19:00:00.0,23:59:00.0
Bodegones y Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a903ec7bdcf54910VgnVCM1000001d4a900aRCRD,28022,CALLE FEBRERO 4,,Centro Cultural José Luis López Vázquez (San Blas - Canillejas),2025-02-01,2025-03-31,00:00:00.0,23:59:00.0
Brigitte Vasallo: Queixa Roma o Muerte,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4882dd1dc0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:30,Centro de Cultura Contemporánea Conde Duque,2025-05-29,2025-05-29,20:30:00.0,23:59:00.0
Buenos días relax y bienestar: técnicas de relajación,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0be21105afad4910VgnVCM2000001f4a900aRCRD,28030,CALLE CAMINO DE LOS VINATEROS 51,10:00,Espacio de Igualdad María Telo. Moratalaz,2025-02-04,2025-02-25,10:00:00.0,23:59:00.0
Busca empleo utilizando internet. Madrid Aula Digital,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=371444afb09f2910VgnVCM1000001d4a900aRCRD,28053,AVENIDA GLORIETAS 19,17:00,Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas),2025-03-25,2025-03-26,17:00:00.0,23:59:00.0
Café entre lecturas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e35bed4533804910VgnVCM1000001d4a900aRCRD,28047,CALLE MARCELINO CASTILLO 29,11:00,Espacio de Igualdad María de Maeztu. Latina,2025-02-28,2025-02-28,11:00:00.0,23:59:00.0
CAFÉ QUIJANO,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3254250baf992910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,20:00,Teatro Circo Price,2025-03-29,2025-03-29,20:00:00.0,23:59:00.0
Caminamos juntas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a54e02b68bf54910VgnVCM2000001f4a900aRCRD,28022,PLAZA EURIPIDES 1,10:30,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,2025-01-07,2025-03-25,10:30:00.0,23:59:00.0
Caminando con Antonio Machado. De los días azules al sol de la infancia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=026fb0f8cebe1910VgnVCM1000001d4a900aRCRD,28001,PLAZA COLON 4,,Fernán Gómez Centro Cultural de la Villa,2025-06-24,2025-06-29,00:00:00.0,23:59:00.0
Caminito del Rey,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=beb0f8fe03394910VgnVCM2000001f4a900aRCRD,28004,CALLE BARCELO 4,19:00,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),2025-02-27,2025-02-27,19:00:00.0,23:59:00.0
Camino de Santiago,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=db5459067b1de810VgnVCM1000001d4a900aRCRD,,,10:00,,2025-03-19,2025-03-19,10:00:00.0,23:59:00.0
Camino hacia la autonomía financiera,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b24e4778bbc4910VgnVCM2000001f4a900aRCRD,28045,PASEO CHOPERA 10,10:30,Espacio de Igualdad Juana Doña. Arganzuela,2025-02-12,2025-03-05,10:30:00.0,23:59:00.0
Campamento de carnaval y fiestas del mundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c61c239147bd4910VgnVCM2000001f4a900aRCRD,28028,CALLE BOSTON 3,,Colegio Público Guindalera,2025-02-28,2025-03-03,00:00:00.0,23:59:00.0
Campamento urbano de primavera en Usera,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9441898ec60f4910VgnVCM2000001f4a900aRCRD,,,,,2025-04-11,2025-04-21,00:00:00.0,23:59:00.0
Campamento urbano de Semana Santa 2025 en Barajas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=900c380b5b725910VgnVCM1000001d4a900aRCRD,28042,CALLE BERGANTIN 13,,Colegio Público Ciudad de Guadalajara,2025-04-11,2025-04-21,00:00:00.0,23:59:00.0
Campamento urbano de Semana Santa. Distrito Retiro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63144a9ad0e15910VgnVCM2000001f4a900aRCRD,28007,CALLE JUAN ESPLANDIU 2,09:00,Colegio Público Ciudad de Roma,2025-04-11,2025-04-21,09:00:00.0,23:59:00.0
Campamento urbano Semana Santa 2025. Distrito de Moratalaz,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=40d76b2e8b815910VgnVCM2000001f4a900aRCRD,28030,AVENIDA MORATALAZ 51,,Colegio Público Regimiento Inmemorial del Rey,2025-04-11,2025-04-21,00:00:00.0,23:59:00.0
Campamentos urbanos Días sin cole. Distrito San Blas - Canillejas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7859110d84384910VgnVCM2000001f4a900aRCRD,28022,AVENIDA CANILLEJAS A VICALVARO 56,,Colegio Público Alberto Alcocer,2025-02-28,2025-03-03,00:00:00.0,23:59:00.0
Canciones de oro 'Al natural',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f733ae4ac06b4910VgnVCM1000001d4a900aRCRD,28030,AVENIDA MORATALAZ 130,19:00,Centro Cultural el Torito (Moratalaz),2025-02-28,2025-02-28,19:00:00.0,23:59:00.0
Canta Rash,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=806391bed4ff4910VgnVCM1000001d4a900aRCRD,28007,CALLE LUIS PEIDRO 2,19:00,Centro Cultural Las Californias (Retiro),2025-03-15,2025-03-15,19:00:00.0,23:59:00.0
Caperucita camina sola,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1166d242f8884910VgnVCM2000001f4a900aRCRD,,,,,2025-02-20,2025-03-09,00:00:00.0,23:59:00.0
CaraBEteras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e2eb0f8cebe1910VgnVCM1000001d4a900aRCRD,28001,PLAZA COLON 4,,Fernán Gómez Centro Cultural de la Villa,2025-07-01,2025-07-30,00:00:00.0,23:59:00.0
Caravana carnavalera en el distrito Barajas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7153c1e9c12b4910VgnVCM1000001d4a900aRCRD,28042,CALLE PLAYA DE SAN JUAN 6,17:00,Espacio de Igualdad Ana Orantes. Barajas,2025-02-27,2025-02-27,17:00:00.0,23:59:00.0
Carmen Martín Gaite y el collage: un diario en libertad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=72ee253fbe9f4910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,,Casa del Lector,2025-03-18,2025-06-30,00:00:00.0,23:59:00.0
Carnaval en familia. Espectáculo familiar. Carnaval en la pista de circo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d22157fd8e15910VgnVCM1000001d4a900aRCRD,28042,CALLE BOTICA 7,12:30,Centro Cultural - Centro Socio Cultural Villa de Barajas,2025-03-01,2025-03-01,12:30:00.0,23:59:00.0
Carnaval en la granja,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e549407e6a294910VgnVCM1000001d4a900aRCRD,28028,AVENIDA TOREROS 5,18:00,Centro Cultural Buenavista (Salamanca),2025-02-28,2025-02-28,18:00:00.0,23:59:00.0
Carnaval en la pista de circo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a18b723be725910VgnVCM1000001d4a900aRCRD,28021,CALLE MARIA MARTINEZ OVIOL 12,18:00,Centro Sociocultural Santa Petronila (Villaverde),2025-03-07,2025-03-07,18:00:00.0,23:59:00.0
Carnaval en Matadero,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=38950d5a68815910VgnVCM2000001f4a900aRCRD,28045,PLAZA LEGAZPI 8,10:30,Matadero Madrid,2025-03-01,2025-03-01,10:30:00.0,23:59:00.0
Carnaval pirata,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fdbbdc1e00af4910VgnVCM2000001f4a900aRCRD,28031,CALLE MONTE AYA 12,18:00,Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas),2025-03-04,2025-03-04,18:00:00.0,23:59:00.0
"Carnaval, carnaval",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=98e63bbfeae15910VgnVCM2000001f4a900aRCRD,28039,CALLE FRANCOS RODRIGUEZ 67,17:30,Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),2025-02-25,2025-02-25,17:30:00.0,23:59:00.0
Carta a mi madre para mi hijo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ffb1ef6c9c305910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,19:40,Centro Cultural Buero Vallejo (San Blas - Canillejas),2025-03-15,2025-03-15,19:40:00.0,23:59:00.0
"Casa de Campo, historia de un paisaje",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a189ad71d9f92910VgnVCM1000001d4a900aRCRD,28011,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,11:00,Centro de Información y Educación Ambiental de Casa de Campo,2025-03-23,2025-03-23,11:00:00.0,23:59:00.0
Casa de muñecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=03ed3ed1be9f1910VgnVCM2000001f4a900aRCRD,28001,PLAZA COLON 4,,Fernán Gómez Centro Cultural de la Villa,2025-05-16,2025-06-22,00:00:00.0,23:59:00.0
Celebración del Día de Andalucía en Hortaleza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b92cd15c0bfe4910VgnVCM2000001f4a900aRCRD,28033,CALLE SANTA VIRGILIA 15,19:00,Centro Cultural Hortaleza,2025-02-28,2025-02-28,19:00:00.0,23:59:00.0
Celebrando el carnaval en el Espacio de Igualdad Ana Orantes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a773c1e9c12b4910VgnVCM1000001d4a900aRCRD,28042,CALLE PLAYA DE SAN JUAN 6,18:00,Espacio de Igualdad Ana Orantes. Barajas,2025-02-28,2025-02-28,18:00:00.0,23:59:00.0
Celeste,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=020d727228cb4910VgnVCM1000001d4a900aRCRD,28009,PASEO COLOMBIA 1,18:00,Centro Cultural Casa de Vacas (Retiro),2025-04-13,2025-04-13,18:00:00.0,23:59:00.0
Celeste en Carabanchel,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a85cdaba65bc4910VgnVCM1000001d4a900aRCRD,28019,CALLE VERDAD 29,12:30,Centro Cultural Fernando Lázaro Carreter (Carabanchel),2025-09-21,2025-09-21,12:30:00.0,23:59:00.0
Centro de Interpretación del Paisaje de la Luz,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=842dc5eb8e915810VgnVCM1000001d4a900aRCRD,28014,PLAZA CIBELES 1,,CentroCentro,2022-12-14,2026-01-14,00:00:00.0,23:59:00.0
Century Rock,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e451a8c219315910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,12:00,Centro Cultural Buero Vallejo (San Blas - Canillejas),2025-03-02,2025-03-02,12:00:00.0,23:59:00.0
Cézanne + Una visita al Louvre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab5464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,Cineteca Madrid,2025-03-25,2025-03-25,20:00:00.0,23:59:00.0
Charla informativa autobiográfica sobre el ictus,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4050206c8e815910VgnVCM1000001d4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,19:15,Biblioteca Pública Municipal San Blas (San Blas-Canillejas),2025-04-04,2025-04-04,19:15:00.0,23:59:00.0
Charla `Autocuidado en el Duelo´. Proyecto de Prevención de Duelo Complicado / Comunidades Compasivas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ff2453ce5725910VgnVCM1000001d4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,18:00,Centro Sociocultural Marconi (Villaverde),2025-03-13,2025-03-13,18:00:00.0,23:59:00.0
Charla `Gratitud por lo Vivido´. Proyecto de Prevención de Duelo Complicado / Comunidades Compasivas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=48226f16e4315910VgnVCM2000001f4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,11:00,Centro Sociocultural Bohemios (Villaverde),2025-03-11,2025-03-11,11:00:00.0,23:59:00.0
Charlas de azucarillo - Vicalvaro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=715a8dca45bb4910VgnVCM1000001d4a900aRCRD,28032,BULEVAR INDALECIO PRIETO 21,19:00,Centro Cultural Valdebernardo (Vicálvaro),2025-03-30,2025-03-31,19:00:00.0,00:59:00.0
Chatines: club de lectura infantil,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=146e23279fad4910VgnVCM1000001d4a900aRCRD,28036,CALLE MANUEL FERRERO 1,17:30,Biblioteca Pública Municipal Dámaso Alonso (Chamartín),2025-02-27,2025-06-19,17:30:00.0,23:59:00.0
Chirigota: `Los Soñadores´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5d1399dafbd4910VgnVCM1000001d4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,19:00,Centro Sociocultural Bohemios (Villaverde),2025-02-28,2025-02-28,19:00:00.0,23:59:00.0
Chocolatada y concierto familiar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4e0fcf4aade4910VgnVCM2000001f4a900aRCRD,,,19:45,,2025-02-27,2025-02-27,19:45:00.0,23:59:00.0
Chup-Chup,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4cc2c84ecd15910VgnVCM2000001f4a900aRCRD,28022,CALLE FEBRERO 4,19:00,Centro Cultural José Luis López Vázquez (San Blas - Canillejas),2025-03-01,2025-03-01,19:00:00.0,23:59:00.0
Ciclismo por Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=db40e3f0c91ea710VgnVCM2000001f4a900aRCRD,,,00:00,,2024-09-01,2025-06-30,00:00:00.0,23:59:00.0
Ciclo cine clásico. Con faldas y a lo loco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e1d36c13e315910VgnVCM1000001d4a900aRCRD,28031,CALLE MANUEL VELEZ 10,19:00,Centro Sociocultural Francisco Fatou (Villa de Vallecas),2025-03-28,2025-03-28,19:00:00.0,23:59:00.0
Ciclo de Conferencias de Arte e Historia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a05c26a636405910VgnVCM1000001d4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,11:00,Centro Sociocultural Bohemios (Villaverde),2025-03-05,2025-03-26,11:00:00.0,23:59:00.0
Ciclo de lecturas con Jesús Urceloy,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=84b791bed4ff4910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,12:00,Biblioteca Pública Municipal Iván de Vargas (Centro),2025-03-15,2025-07-12,12:00:00.0,23:59:00.0
Cine familiar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4fd2e979f0a0910VgnVCM2000001f4a900aRCRD,28045,PLAZA LEGAZPI 8,,Cineteca Madrid,2024-09-15,2025-06-29,00:00:00.0,23:59:00.0
Cine Kids,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5205542e85d15910VgnVCM1000001d4a900aRCRD,28022,AVENIDA SEPTIMA 11,12:00,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),2025-03-16,2025-03-16,12:00:00.0,23:59:00.0
